id,index,match_id,period,timestamp,minute,second,event_type_id,event_type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,player_id,player_name,player_position_id,player_position_name,location_x,location_y,end_location_x,end_location_y,end_location_z,impact_height,duration,under_pressure,counterpress,substituted_player_id,substituted_player_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_cross,pass_cut_back,pass_switch,assisted_shot_id,key_pass_id,follows_dribble,one_on_one,open_goal,statsbomb_xg,off_camera,out,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,outcome_id,outcome_name,type_id,type_name,card_id,card_name,body_part_id,body_part_name,technique_id,technique_name,position_id,position_name,advantage,aerial_won,backheel,defensive,deflected,deflection,first_time,in_chain,miscommunication,nutmeg,offensive,overrun,penalty,recovery_failure,redirect,save_block,through_ball,throw_in,early_video_end,late_video_start,match_suspended,related_events,freeze_frame_player_id,freeze_frame_player_name,freeze_frame_player_position_id,freeze_frame_player_position_name,freeze_frame_teammate,freeze_frame_x,freeze_frame_y,formation_player_id,formation_player_name,formation_position_id,formation_position_name,formation_jersey_number
d1eb091a-ea4f-4dbf-8dfb-032cf7a48b33,2003,3798930,2,00:12:19.877,57,19,43,Carries,131,1330,Servette,1,Regular Play,1330,Servette,7597,David Douline,15,Left Center Midfield,59.0,49.6,58.4,49.1,,,0.952677,true,false,,,,,,,,,,,,,,false,,,,false,false,0.014400279,0.010598918,0.0038013607,0.01009517,0.017661415,-0.0075662453,0.011367606,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"0f5a9053-cf81-4425-a910-b7de6e94015a, 1b7e124c-347e-43a0-822b-92be81cbd75c, 8b81ccd8-b3e9-4bd6-b4f0-bc5a7c0038b0",,,,,,,,,,,,
1b7e124c-347e-43a0-822b-92be81cbd75c,2004,3798930,2,00:12:20.178,57,20,17,Pressure,131,1330,Servette,1,Regular Play,995,FC Zürich,48933,Ousmane Doumbia,11,Left Defensive Midfield,62.2,31.0,,,,,0.441808,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,d1eb091a-ea4f-4dbf-8dfb-032cf7a48b33,,,,,,,,,,,,
5f017efe-980d-4f65-a016-12bd4c0397d1,2005,3798930,2,00:12:20.829,57,20,22,Foul Committed,131,1330,Servette,1,Regular Play,995,FC Zürich,48933,Ousmane Doumbia,11,Left Defensive Midfield,61.7,31.0,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,0.01009517,0.010999022,-9.038523E-4,0.014400279,0.01694858,-0.0025483016,0.0016444493,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0f5a9053-cf81-4425-a910-b7de6e94015a,,,,,,,,,,,,
0f5a9053-cf81-4425-a910-b7de6e94015a,2006,3798930,2,00:12:20.829,57,20,21,Foul Won,131,1330,Servette,1,Regular Play,1330,Servette,7597,David Douline,15,Left Center Midfield,58.4,49.1,,,,,0.0,true,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5f017efe-980d-4f65-a016-12bd4c0397d1,,,,,,,,,,,,
bf17a1a4-82b7-4acc-8a83-3d06b44a25ba,2007,3798930,2,00:12:27.551,57,27,30,Pass,132,1330,Servette,3,From Free Kick,1330,Servette,28963,Anthony Sauthier,2,Right Back,57.5,49.8,62.9,34.6,,,1.891577,false,false,,,7314,Theo Valls,16.130716,-1.2294405,1,Ground Pass,false,false,false,,,false,,,,true,false,0.02089931,0.014400279,0.0064990316,0.009777974,0.01009517,-3.1719543E-4,0.006816227,,,62,Free Kick,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,d7f96b5d-777f-465d-a435-7310d1c12cc0,,,,,,,,,,,,
d7f96b5d-777f-465d-a435-7310d1c12cc0,2008,3798930,2,00:12:29.443,57,29,42,Ball Receipt*,132,1330,Servette,3,From Free Kick,1330,Servette,7314,Theo Valls,10,Center Defensive Midfield,62.9,34.6,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,bf17a1a4-82b7-4acc-8a83-3d06b44a25ba,,,,,,,,,,,,
c5d43eeb-4f0c-4add-b329-7b3bb4914891,2009,3798930,2,00:12:30.408,57,30,30,Pass,132,1330,Servette,3,From Free Kick,1330,Servette,7314,Theo Valls,10,Center Defensive Midfield,63.1,34.1,73.6,7.3,,,1.946914,false,false,,,20302,Gaël Clichy,28.783503,-1.1973866,1,Ground Pass,false,false,false,,,false,,,,false,false,0.019393867,0.02089931,-0.0015054438,0.009422879,0.009777974,-3.550956E-4,-0.0011503482,,,,,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,462a3526-2b01-4f0b-b6b2-e3e9492d9767,,,,,,,,,,,,
462a3526-2b01-4f0b-b6b2-e3e9492d9767,2010,3798930,2,00:12:32.355,57,32,42,Ball Receipt*,132,1330,Servette,3,From Free Kick,1330,Servette,20302,Gaël Clichy,6,Left Back,73.6,7.3,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,c5d43eeb-4f0c-4add-b329-7b3bb4914891,,,,,,,,,,,,
85ebd871-a14e-4915-8771-0ad585675d01,2011,3798930,2,00:12:32.355,57,32,43,Carries,132,1330,Servette,3,From Free Kick,1330,Servette,20302,Gaël Clichy,6,Left Back,73.6,7.3,83.3,5.1,,,1.902784,false,false,,,,,,,,,,,,,,false,,,,false,false,0.020386105,0.019393867,9.922385E-4,0.008804636,0.009422879,-6.1824266E-4,0.0016104812,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"1f075d1e-c213-408e-a0c0-36bc3ff249ce, 462a3526-2b01-4f0b-b6b2-e3e9492d9767",,,,,,,,,,,,
1f075d1e-c213-408e-a0c0-36bc3ff249ce,2012,3798930,2,00:12:34.258,57,34,30,Pass,132,1330,Servette,3,From Free Kick,1330,Servette,20302,Gaël Clichy,6,Left Back,83.3,5.1,85.8,22.7,,,1.33053,false,false,,,7314,Theo Valls,17.77667,1.4296948,1,Ground Pass,false,false,false,,,false,,,,false,false,0.02768966,0.020386105,0.0073035546,0.008843107,0.008804636,3.8471073E-5,0.0072650835,,,,,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5707d69b-3b5a-43cc-b9f9-06bdde15200a,,,,,,,,,,,,
5707d69b-3b5a-43cc-b9f9-06bdde15200a,2013,3798930,2,00:12:35.589,57,35,42,Ball Receipt*,132,1330,Servette,3,From Free Kick,1330,Servette,7314,Theo Valls,10,Center Defensive Midfield,85.8,22.7,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1f075d1e-c213-408e-a0c0-36bc3ff249ce,,,,,,,,,,,,
bdc04a5c-b936-4c12-9da9-fee4a2daa20d,2014,3798930,2,00:12:35.589,57,35,30,Pass,132,1330,Servette,3,From Free Kick,1330,Servette,7314,Theo Valls,10,Center Defensive Midfield,85.9,22.9,101.7,6.3,,,1.060393,false,false,,,28948,Alex Schalk,22.917242,-0.8100845,2,Low Pass,false,false,false,,,false,,,,false,false,0.022376247,0.02768966,-0.005313413,0.008394969,0.008843107,-4.4813845E-4,-0.0048652748,,,,,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,95ca1354-8ca2-48d4-a154-ef73e1cd673d,,,,,,,,,,,,
95ca1354-8ca2-48d4-a154-ef73e1cd673d,2015,3798930,2,00:12:36.649,57,36,42,Ball Receipt*,132,1330,Servette,3,From Free Kick,1330,Servette,28948,Alex Schalk,21,Left Wing,101.7,6.3,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,bdc04a5c-b936-4c12-9da9-fee4a2daa20d,,,,,,,,,,,,
